study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	experiment_title	study_title	run_alias	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	broker_name	sample_title
PRJEB28687	SAMEA4970164	ERS2788378	ERX2843589	ERR2836738	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:459-373	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836738/ERR2836738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836738/ERR2836738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836738/ERR2836738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836738/ERR2836738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836738/L.004.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836738/L.004.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836738/L.004.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836738/L.004.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836738	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836738			L.004.M2		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970163	ERS2788377	ERX2843590	ERR2836739	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:459-374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836739/ERR2836739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836739/ERR2836739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836739/ERR2836739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836739/ERR2836739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836739/L.004.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836739/L.004.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836739/L.004.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836739/L.004.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836739	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836739			L.004.M3		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970162	ERS2788376	ERX2843591	ERR2836740	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:459-375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836740/ERR2836740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836740/ERR2836740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836740/ERR2836740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836740/ERR2836740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836740/L.004.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836740/L.004.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836740/L.004.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836740/L.004.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836740	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836740			L.004.M4		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970161	ERS2788375	ERX2843592	ERR2836741	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:459-376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836741/ERR2836741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836741/ERR2836741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836741/ERR2836741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836741/ERR2836741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836741/L.004.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836741/L.004.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836741/L.004.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836741/L.004.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836741	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836741			L.004.M5		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970160	ERS2788374	ERX2843593	ERR2836742	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:459-377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836742/ERR2836742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836742/ERR2836742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836742/ERR2836742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836742/ERR2836742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836742/L.004.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836742/L.004.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836742/L.004.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836742/L.004.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836742	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836742			L.004.M6		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970159	ERS2788373	ERX2843594	ERR2836743	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:459-378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836743/ERR2836743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836743/ERR2836743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836743/ERR2836743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836743/ERR2836743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836743/L.005.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836743/L.005.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836743/L.005.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836743/L.005.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836743	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836743			L.005.M1		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970158	ERS2788372	ERX2843595	ERR2836744	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836744/ERR2836744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836744/ERR2836744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836744/ERR2836744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836744/ERR2836744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836744/L.005.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836744/L.005.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836744/L.005.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836744/L.005.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836744	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836744			L.005.M2		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970157	ERS2788371	ERX2843596	ERR2836745	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836745/ERR2836745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836745/ERR2836745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836745/ERR2836745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836745/ERR2836745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836745/L.005.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836745/L.005.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836745/L.005.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836745/L.005.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836745	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836745			L.005.M3		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970156	ERS2788370	ERX2843597	ERR2836746	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-381	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836746/ERR2836746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836746/ERR2836746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836746/ERR2836746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836746/ERR2836746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836746/L.005.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836746/L.005.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836746/L.005.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836746/L.005.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836746	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836746			L.005.M4		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970155	ERS2788369	ERX2843598	ERR2836747	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836747/ERR2836747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836747/ERR2836747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836747/ERR2836747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836747/ERR2836747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836747/L.005.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836747/L.005.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836747/L.005.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836747/L.005.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836747	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836747			L.005.M5		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970154	ERS2788368	ERX2843599	ERR2836748	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-383	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836748/ERR2836748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836748/ERR2836748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836748/ERR2836748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836748/ERR2836748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836748/L.005.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836748/L.005.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836748/L.005.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836748/L.005.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836748	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836748			L.005.M6		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970153	ERS2788367	ERX2843600	ERR2836749	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-384	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836749/ERR2836749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836749/ERR2836749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836749/ERR2836749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836749/ERR2836749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836749/L.006.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836749/L.006.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836749/L.006.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836749/L.006.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836749	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836749			L.006.M1		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970152	ERS2788366	ERX2843601	ERR2836750	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-385	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836750/ERR2836750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836750/ERR2836750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836750/ERR2836750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836750/ERR2836750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836750/L.006.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836750/L.006.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836750/L.006.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836750/L.006.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836750	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836750			L.006.M2		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970151	ERS2788365	ERX2843602	ERR2836751	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-386	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836751/ERR2836751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836751/ERR2836751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836751/ERR2836751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836751/ERR2836751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836751/L.006.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836751/L.006.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836751/L.006.M3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836751/L.006.M3.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836751	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836751			L.006.M3		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970150	ERS2788364	ERX2843603	ERR2836752	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-387	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836752/ERR2836752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836752/ERR2836752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836752/ERR2836752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836752/ERR2836752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836752/L.006.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836752/L.006.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836752/L.006.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836752/L.006.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836752	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836752			L.006.M4		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970149	ERS2788363	ERX2843604	ERR2836753	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-388	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836753/ERR2836753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836753/ERR2836753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836753/ERR2836753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836753/ERR2836753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836753/L.006.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836753/L.006.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836753/L.006.M5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836753/L.006.M5.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836753	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836753			L.006.M5		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970148	ERS2788362	ERX2843605	ERR2836754	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-389	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836754/ERR2836754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836754/ERR2836754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836754/ERR2836754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836754/ERR2836754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836754/L.006.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836754/L.006.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836754/L.006.M6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836754/L.006.M6.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836754	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836754			L.006.M6		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970147	ERS2788361	ERX2843606	ERR2836755	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-390	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836755/ERR2836755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836755/ERR2836755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836755/ERR2836755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836755/ERR2836755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836755/L.007.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836755/L.007.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836755/L.007.M1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836755/L.007.M1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836755	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836755			L.007.M1		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970146	ERS2788360	ERX2843607	ERR2836756	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-391	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836756/ERR2836756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836756/ERR2836756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836756/ERR2836756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836756/ERR2836756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836756/L.007.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836756/L.007.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836756/L.007.M2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836756/L.007.M2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836756	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836756			L.007.M2		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970145	ERS2788359	ERX2843608	ERR2836757	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:460-392	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836757/ERR2836757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836757/ERR2836757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836757/ERR2836757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836757/ERR2836757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836757/L.007.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836757/L.007.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836757/L.007.M4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836757/L.007.M4.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836757	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836757			L.007.M4		Immigrant Microbiome Project, 16s
